fire,full_text,media_link,place,created_at
Getty,"NSTRPI Log: The best movies on Netflix Australia: great films ... https://t.co/lEcgF0sHC1

#MondayMotivation
#GettyFire
AirPods Pro
#LockHimUp
Leonard Williams
Robert Evans
#GameBoy30
#NationalChocolateDay
nate silver
Kay Hagan",,,2019-10-28 18:53:02
Getty,"Shoutout to Daisy @GreatWolfLodge Anaheim front desk. We came down at the last minute to escape the smoke. Me: disorganized, hot mess. Her: calm, helpful, cheerful. Thank you! #GettyFire",,,2019-10-28 18:53:42
Getty,#WatchLive coverage of the #GettyFire https://t.co/yu8L3Yywil for traffic and road closure updates #abc7eyewitness,,,2019-10-28 18:53:48
Getty,"Some walked away from danger, and some walks towards it #hero
THANK YOU VERY MUCH !
To all the #firstresponders #firefighters #volunteer #searchandrescue #firstresponder #EMR #NREMT #fire #police #EMS 

Live coverage of the #Gettyfire #OakFire #KincadeFire
https://t.co/U1TnSNrkcp",,,2019-10-28 18:53:52
Getty,Truly frightening #GettyFire video from my colleague @bradleybermont https://t.co/JH0AxVuQx3,,,2019-10-28 18:54:31
Getty,"#Weather #LosAngeles - clear skies, 10 miles visibility, calm winds. NO AIR QUALITY ALERTS. Something fishy going on. #GettyFire 
@calfirepio @nws @realDonaldTrump 

https://t.co/slw3WNWSgz

#QAnon #WWG1WGA #Trump2020 #PatriotsUnited #TheStorm #KAG #QArmy #TheGreatAwakening #MAGA https://t.co/5sUcJicCyb",https://twitter.com/1ChordWonder/status/1188891902189461504/photo/1,,2019-10-28 18:54:52
Getty,"Now that the rich homes are endangered (#GettyFire) @ericgarcetti was on the news at 7am.  Never said a word about the fires in #SantaClarita, #Sylmar, #Castaic or the #SepulvedaBasin.  #WasteOfOxygen",,,2019-10-28 18:55:00
Getty,"Unfortunately I will not be able to cover the #GettyFire today due to low staffing here at my current place of work.

Please follow @ai6yrham and @engineco16 for any updates.

#SoCalFireWatch #CaliforniaFires #Brushfires",,,2019-10-28 18:55:28
Getty,"Check out my Gig on Fiverr: do photoshop editing,retouching,background remove in 2 hour
#edit #photo_edit #retouching #backround_remove #blemishes_remove
#photoshop #illustrator #graphics_design #fiverr #usa
#GettyFire #Mika #Barron #SorryJoe
 https://t.co/GKyxqCKpzG",,,2019-10-28 18:58:31
Getty,"#GettyFire🔥-&gt;Los Angeles

📹LIVE coverage: @ABC7👇

https://t.co/yFIWxatd7J",,,2019-10-28 18:58:39
Getty,Mad smoky. #GettyFire https://t.co/ALh8E56CbU,https://twitter.com/Trincynna/status/1188892902639857664/photo/1,,2019-10-28 18:58:51
Getty,"@realDonaldTrump @TigerWoods Oh, yeah... this seems sooo much more important than the inferno propelled by hurricane force winds in California. #GettyFire #kincadefire #TickFire",,,2019-10-28 18:59:12
Getty,Highway Closures in and near #SepulvedaPass  in the #GettyFire https://t.co/jh4myJckrg,,,2019-10-28 18:59:23
Getty,"Check out my Gig on Fiverr: design luxury logo for real estate, shopify and amazon store https://t.co/MfEFRwBJvN #GettyFire",,,2019-10-28 18:59:27
Getty,"Evacuation centers #GettyFire 
• Westwood Recr. Ctr (1350 S. Sepulveda Blvd.)
• Van Nuys/Sherman Oaks Recr. Ctr (14201 Huston St.)
• Stoner Recr. Ctr (1835 Stoner Ave.)
• Palisades Recr. Ctr (851 Alma Real Drive)
• Cheviot Hills Recr. Ctr (2551 Motor Ave.)",,,2019-10-28 18:59:31
Getty,"""The blackouts have laid bare the uncomfortable fact that the infrastructure we’ve built and maintained over the course of many decades isn’t matched to the threats we face in our rapidly unfolding climate emergency.""
https://t.co/QVWVHiDMYR @AbrahmL #GettyFire",,,2019-10-28 18:59:36
Getty,California still burning #CaliforniaFires #californiawildfires #GettyFire https://t.co/nvumVbzAty,,,2019-10-28 18:59:52
Getty,KTLA 5 News continues live coverage of the #GettyFire. Watch live: https://t.co/c47Dcb2MUK,,,2019-10-28 19:00:01
Getty,"@ib2_real @AntiRecidivism @ANewWayofLife1 @ShakaSenghor @JustLeadersUSA @MsPackyetti @cut_50 @cyntoia_brown @KingJames @BreeNewsome @aliciagarza 🙌 if you’re interested in supporting the politicians ready to fight for #cjreform and resources for #wildfires...we got a couple movements for u! 

👉 https://t.co/0te4DEyy2p

#GettyFire #wethepeeps",,,2019-10-28 19:00:35
Getty,"The #GettyFire burns along the #405Fwy as northbound is open, southbound is closed through the sepulveda pass. https://t.co/KUzfVVPnG0",https://twitter.com/vidcrane/status/1188893552589209600/video/1,Getty Sculpture Garden,2019-10-28 19:01:26
Getty,"Live: Authorities are expected to give an update on the #GettyFire, which has burned 500 acres and destroyed multiple homes after starting in the Sepulveda Pass https://t.co/XO54D7yeyb",,,2019-10-28 19:01:39
Getty,"Evacuation PSA: Please take your family pet with you. Also, take health records, food for 3 days, snacks and treats. They to suffer after major loss. #GettyFire #kinkaidfire  #wildfires #CaliforniaFires https://t.co/Lhb3GMhVmK",https://twitter.com/homeventore/status/1188893619396104192/photo/1,,2019-10-28 19:01:42
Getty,"Everyone, please stay safe! Keeping our neighbors affected by #GettyFire in our thoughts. All of our businesses are open if you need a place to stop, rest and recuperate.

Here is some information on evacuations, shelters, school and road closures. https://t.co/DlmMMPTNRh",,,2019-10-28 19:02:45
Getty,Crazy dark smoke plume just progressed in the last 10 minutes  #GettyFire https://t.co/WXSHBTGhVd,https://twitter.com/DuchessofRogue/status/1188893961789665281/video/1,I-10 / I-405 Interchange,2019-10-28 19:03:03
Getty,"Update on #GettyFire in Southern California List of Schools and Colleges closed And list of evacuation centers for evacuees and their pets UCLA has cancelled classes Be safe out there!
#GettyFire
#CaliforniaFires
#ClimateCrisis 
https://t.co/Cgz15PYDlk",,,2019-10-28 19:03:32
Getty,"Update on #GettyFire in Southern California List of Schools and Colleges closed And list of evacuation centers for evacuees and their pets UCLA has cancelled classes Be safe out there!
#GettyFire
#CaliforniaFires
#ClimateCrisis 
https://t.co/Cgz15PYDlk",,,2019-10-28 19:03:32
Getty,Still can’t stop thinking of how close the fires were to MSMU. Thank god everyone evacuated out safely and prayers out for the residents. #GettyFire https://t.co/n0Y4POEX4n,https://twitter.com/Aracelly_Chav/status/1188894159093919744/video/1,,2019-10-28 19:03:50
Getty,"Diginci™ Market Place 

https://t.co/dPygPgzOfZ
#GettyFire
AirPods Pro
#MondayMotivation
#KOTLoyals
#KOTLoyalsOnly https://t.co/MgMimIv6du",https://twitter.com/diginci/status/1188894329886138368/photo/1,,2019-10-28 19:04:31
Getty,"Watch @HappsNews's broadcast: NOW: #GettyFire is raging in the Santa Monica mountains and mass evacuations have been ordered. Join @merikaandrade on the ground &amp; host @CrisQueiroz. #NetworkOfNow #LAFire #WildFire

https://t.co/cMlSSoNMmW",,,2019-10-28 19:05:00
Getty,#Breaking: #GettyFire Evacuation Center: Stoner Recreation Center 1835 Stoner Ave https://t.co/cQyup1uF9x https://t.co/VTf3NLFstK,https://twitter.com/News247WorldPre/status/1188894662851006469/photo/1,,2019-10-28 19:05:50
Getty,"order from the site in the link 👇 https://t.co/bXf4G31wJ1.
high quality,cotton 100%,Available in different colors
🌷Available for 🧔👩🧒🌹
#NationalChocolateDay #MondayMotivation #GettyFire #gameboy30 airpods pro robert evans #MerryChristmas https://t.co/h3cVcEwUJq",https://twitter.com/Shoppin34715077/status/1188894670224609280/photo/1,,2019-10-28 19:05:52
Getty,"""#Wildfires and #Blackouts mean Californians need #solar panels and #Microgrids"" 

@voxdotcom and @drvox outline a futureproof solution: 

Distributed Renewable Energy Microgrids 🌞⚡️🔋

#offgrid  #renewableenergy #PSPS #wildfire #GettyFire #KincadeFire 

https://t.co/zl8I1QMqz7",,,2019-10-28 19:06:00
Getty,If you are wondering if you need to evacuate due to the #GettyFire - please check out: https://t.co/x34wQRjRNf,,,2019-10-28 19:06:03
Getty,Anyone in LA wanna jump in here #GettyFire https://t.co/EuuzoqqHwJ,,,2019-10-28 19:06:32
Getty,"Grand Savings Center-iPhone 11

https://t.co/QUJuZaX5HK

#GettyFire https://t.co/tmS5M8hKvD",https://twitter.com/JanettMize/status/1188894852160704512/photo/1,,2019-10-28 19:06:36
Getty,"Please pray for #NationalFirstRespondersDay, particularly those close to the #GettyFire.",,,2019-10-28 19:06:43
Getty,"@latimes Umm, no it’s not. And by the way, all news should be free #GettyFire https://t.co/qVELk9TMby",https://twitter.com/parigi88/status/1188895235796942848/photo/1,,2019-10-28 19:08:07
Getty,"@PGE4Me #Wildfires and #Blackouts mean Californians need #solar panels and #Microgrids""

@voxdotcom and @drvox outline a futureproof solution:

Distributed Renewable Energy Microgrids 🌞⚡️🔋

#offgrid #renewableenergy #PSPS #wildfire #GettyFire #KincadeFire

https://t.co/zl8I1QMqz7",,,2019-10-28 19:08:58
Getty,LAFD urges locals sign up for alerts by texting their zip code to 888777 #GettyFire https://t.co/XO54D7yeyb,,,2019-10-28 19:09:05
Getty,Smokey the (Bruin) Bear #GettyFire #gobruins #bruins #ucla #fires #classescancelled https://t.co/5y8jvH11Py,https://twitter.com/LABornUnicorn/status/1188895583857041408/photo/1,,2019-10-28 19:09:30
Getty,"Check out my Gig on Fiverr: do attractive  rack card,post card and invitation card in 6hr 
#postcard #invitation #invitationcard #rackCard 
#photoshop #illustrator #graphics_design #fiverr #usa
#GettyFire #Mika #Barron #SorryJoe
https://t.co/hxbnf5ijUA",,,2019-10-28 19:09:33
Getty,"Latest updates on #GettyFire: https://t.co/12YykHoJji

More info: https://t.co/ZVHUlGCry3 https://t.co/Qa7EpXI6Ca",https://twitter.com/MayorOfLA/status/1188895865278062592/photo/1,,2019-10-28 19:10:37
Getty,"Hey @CNN and @LATimes. This is what the #GettyFire looks like now, and air quality is not bad.  Please stop posting old images. You're scaring TF out of my relatives back east. Look, Eric's the only one with recent images below. https://t.co/roTv6hBixs https://t.co/K9OUZIcUcB",https://twitter.com/ThatsSoJocelyne/status/1188895894571077635/photo/1,,2019-10-28 19:10:44
Getty,"As you monitor local news about the #LAFire AND #GettyFire, know that some subscription-based news outlets have removed their paywall.",,,2019-10-28 19:10:50
Getty,Last hour of the #GettyFire showing the late morning lay down... Northwesterly driven onshore flow (sea breeze) is making a recovery which is changing burn behavior &amp; increasing activity on the north &amp; west flanks of the fire. #CAwx #CAwind #CAfire #SantaAnaWinds 🚩🌬🔥 https://t.co/vdDHLkpQe2,https://twitter.com/805Weather/status/1188896039010324487/video/1,"Thousand Oaks, CA",2019-10-28 19:11:18
Getty,"Would you buy this $36 Millions house knowing that is located on a high fire zone?
Several homes just a block away from that house were lost on today’s #GettyFire https://t.co/SUmbsBFhpV",https://twitter.com/agent_hector/status/1188896224293732352/photo/1,,2019-10-28 19:12:03
Getty,#GettyFire God bless everyone in these fire zones 😔,,,2019-10-28 19:12:13
Getty,WATCH LIVE: Gov. Newsom is holding a press briefing with emergency officials on wildfires burning across California and the possibility of additional public safety power outages https://t.co/YphX35sfIj #KincaidFire #GettyFire #PSPS,,,2019-10-28 19:12:23
Getty,"Mayor Garcetti likes to show off his fluency in Spanish , or is he reading a translation ? #GettyFire https://t.co/GJSDiDNKgP",,,2019-10-28 19:12:27
Getty,"packing up/choosing between necessities, valuables and small treasures in a fire evacuation is a sad, strange and extremely revealing exercise. feels like a referendum, testing the limits of my nostalgia/sentimentality :( #GettyFire",,,2019-10-28 19:12:33
Getty,"#GettyFire update: The fire has now burned 618 acres, with 8 confirmed homes lost and an additional 5 homes damaged. No injuries. https://t.co/DxZbrDCYfs",https://twitter.com/FOXLA/status/1188896402434183168/photo/1,,2019-10-28 19:12:45
Getty,"Watch now for an updated from Gov. @GavinNewsom on the status of #PSPS, #KincadeFire, #GettyFire and more.  

#CaliforniaForAll https://t.co/XjDG3Dp5O5",,,2019-10-28 19:13:42
Getty,"Chocolate or vanilla?  

Please don't write in ""both.""  Life is all about making choices! 

🤣🤣🤣🤣🤣 

#MondayEvening #MondayMotivation #MondayThoughts #MondayFeeling #MondayWisdom #MondayMood #NationalChocolateDay #GettyFire #ChicagoTrumpProtest",,,2019-10-28 19:13:48
Getty,"Maybe they should rename the state to Califirenia amirite? 

#GettyFire #KincadeFire #UpcomingUnannouncedFire",,,2019-10-28 19:14:09
Getty,"As the fires rage, #UCLA classes have been suspended for the day as a precaution. Those on sports scholarships have offered to host an instructional seminar on what to do on a major university campus with no classes to attend. 
#GettyFire 
#BrentwoodFire
#NCAA https://t.co/17d0VdTU66",https://twitter.com/TheLaughMakers/status/1188896901518655489/photo/1,,2019-10-28 19:14:44
Getty,"Stay safe, LA friends! Also, the LA Times has removed their pay wall for all coverage of the #GettyFire so folks can stay informed with up-to-date coverage. https://t.co/bCEkhdEOF1",,,2019-10-28 19:14:57
Getty,"Here are some shots of the smoke from the #GettyFire taken just now. I can smell just a little dash of the smoke from here, about 20 miles away... https://t.co/8lx2AZgMTL",,,2019-10-28 19:15:11
Getty,Live View at noon from behind our house from #GettyFire #Brentwood #brushfires https://t.co/LUnmGnaoal,https://twitter.com/DeadliftFan/status/1188897065511731200/photo/1,,2019-10-28 19:15:23
Getty,A DC-10 drops a line of retardant along the unburnt brush at the bottom of this canyon just north of the Crestwood Hills neighborhood. @KFIAM640 #GettyFire https://t.co/PvnhIF2wVr,https://twitter.com/KrisAnkarlo/status/1188897099955335169/video/1,,2019-10-28 19:15:31
Getty,"My guess is one of the many “Urban Outdoorsman” started this fire and the rest of them. But our Leftist elected Officials in Cali will never admit that. Of all the fires burning now, maybe 1 was from an electric line. No other way to explain it except for Urban Camping #GettyFire",,,2019-10-28 19:15:37
Getty,"@BethM0406 As do we all.  We have Mayor Yogapants on scene, however, assuring us that all is well and that the fire was not caused by any ""unhoused Angelenos"".  How he knows this, I don't believe he has said.  #GettyFire",,,2019-10-28 19:16:01
Getty,"@LADWP @MayorOfLA @KingJames @CHPWestValley @CAgovernor UPDATE: The #GettyFire has burned 618 acres, mandatory evacuations have been lifted for areas between Sunset and PCH, and Temescal Canyon to Chatauqua, but remain in place elsewhere. https://t.co/xABJmVg5MB",,,2019-10-28 19:16:27
Getty,Living in SoCal is kinda wild. The #GettyFire is only 5 miles away from my apartment but the rest of the city is business as usual. https://t.co/8eK0NrEgl7,,,2019-10-28 19:16:32
Getty,Air resources were absolutely critical in containing the #GettyFire this morning.,,,2019-10-28 19:16:56
Getty,"Before/After the Getty Fire. 

This is 1510 Tigertail Road. 

My condolences for the family who lives here. 

Courtesy for top photo:Google Maps

#GettyFire https://t.co/CtWhGX0Nfa",https://twitter.com/abc7robhayes/status/1188897501278900224/photo/1,"Brentwood, Los Angeles",2019-10-28 19:17:07
Getty,"Stay with NBC4 on TV and online for continuous coverage of the #GettyFire. Here's what to know about evacuations, shelters, and road and school closures. https://t.co/E139FFDPXE https://t.co/RazRWUm8Ah",https://twitter.com/NBCLA/status/1188897625115807744/video/1,,2019-10-28 19:17:37
Getty,Watch @HappsNews's broadcast: NOW: #GettyFire is raging in the Santa Monica mountains and mass evacuations have been ordered. Join @merikaandrade on the ground &amp; host @CrisQueiroz. #NetworkOfNow #LAFire #WildFire https://t.co/97aFUNeaYL,,,2019-10-28 19:17:46
Getty,"This grant will help you improve your home at no cost: https://t.co/hNez1KkT0C

#GettyFire #GameBoy30
#ChicagoTrumpProtest #Homeownership
#NationalChocolateDay https://t.co/AXQPABJ1ot",https://twitter.com/GoodNesting/status/1188897857241341954/photo/1,,2019-10-28 19:18:32
Getty,"One fire down, thanks to the Bombardier Superscoopers from Quebec, but the #GettyFire still looms. https://t.co/9zdR8ighAN",,,2019-10-28 19:19:11
Getty,"@MyFurryMurray @owa_bob @henryandfriends @BaleMudgie It’s strange, the air is fine here. It was worse last week when the fire was 20 miles away #GettyFire",,,2019-10-28 19:19:53
Getty,"Powerful winds are driving multiple fires across Northern California - but it looks like they may have been started by power lines
#GettyFire

https://t.co/Tn1PAgPM82",,,2019-10-28 19:19:58
Getty,"Christina Adler fosters for the West LA Animal Shelter. She says in past fire evacuations, people have volunteered to foster animals who were already being housed at the shelter in order to make room for the evacuated animals. #GettyFire @ABC7 https://t.co/ytO1iOEE2Z",https://twitter.com/abc7AshleyM/status/1188898219922612224/video/1,,2019-10-28 19:19:58
Getty,"To honor #FirstResponders today we are having a brunch for them. Because of the #GettyFire they are hard at work, so we are going to them. Thank you for keeping our communities safe 💗 https://t.co/CaTYgKxlAU",https://twitter.com/MayraGT1/status/1188898428702474240/video/1,,2019-10-28 19:20:48
Getty,LeBron James was among the many residents who evacuated Brentwood and Bel Air #GettyFire https://t.co/zN3RoX0qKa,,,2019-10-28 19:20:50
Getty,'Terminator: Dark Fate' may not get the premiere that was planned due to the #GettyFire but the show may still go on. More details here: https://t.co/nKZZNIZh8E,,,2019-10-28 19:21:21
Getty,"@LATimes is offering free coverage of the #GettyFire. Thank you for keeping us informed!

https://t.co/RFWmuLGojd",,,2019-10-28 19:22:04
